support,itemsets
0.733,"frozenset({'Entertainment_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.803,"frozenset({'Entertainment_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})"
0.837,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.837,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.699,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.837,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.839,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.839,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.812,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.913,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.812,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.733,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.824,"frozenset({'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.839,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.812,"frozenset({'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Shopping_Freq'})"
0.699,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.837,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.674,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.77,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.699,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.612,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.699,"frozenset({'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.737,"frozenset({'Home_Freq', 'Food_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.839,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.812,"frozenset({'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.742,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.757,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.733,"frozenset({'Food_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.844,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.844,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.81,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.918,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.831,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.81,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.734,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.831,"frozenset({'Home_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.844,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.671,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.81,"frozenset({'Home_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.734,"frozenset({'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.831,"frozenset({'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.734,"frozenset({'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.813,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.919,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.829,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.813,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.829,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.89,"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.803,"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.902,"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.803,"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.813,"frozenset({'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.829,"frozenset({'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.803,"frozenset({'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.844,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.671,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.81,"frozenset({'Home_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.734,"frozenset({'Home_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.831,"frozenset({'Home_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.734,"frozenset({'Home_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.74,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.671,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.765,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.671,"frozenset({'Home_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.734,"frozenset({'Home_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.813,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.829,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.803,"frozenset({'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq'})"
0.837,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.837,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.699,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.837,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.839,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq'})"
0.839,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq'})"
0.757,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})"
0.812,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.913,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.812,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.824,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.742,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.839,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.757,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.757,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.812,"frozenset({'Entertainment_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Entertainment_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Food_Freq', 'HealthFitness_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Shopping_Freq'})"
0.699,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.837,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.674,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.77,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.699,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.674,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.612,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.699,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'PersonalCare_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.737,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.759,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Home_Freq', 'Food_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.742,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.839,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.757,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Grocery_Freq'})"
0.742,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
0.669,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq'})"
0.757,"frozenset({'Entertainment_Freq', 'Food_Freq', 'PersonalCare_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq'})"
0.812,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Grocery_Freq'})"
0.824,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Shopping_Freq', 'Grocery_Freq'})"
0.733,"frozenset({'Entertainment_Freq', 'Food_Freq', 'KidsPets_Freq', 'Travel_Freq', 'Miscellaneous_Freq', 'Shopping_Freq'})"
